n,pattern,seed,policy,L,rho,tau,C_N_online,c_star_N,r,r_star,r_ss,n_feasible,k,core_nonempty,core_epsilon,theorem11_applicable,theorem11_fires
5,A,7,nearest_neighbor,2.2361,inf,0.0,8.2522,6.7467,1.2231,2.5319,1.3167,31,5,False,0.395498,True,False
5,A,7,cheapest_insertion,2.2361,inf,0.0,6.7467,6.7467,1.0,2.5319,1.3167,31,5,True,-0.804839,True,False
5,A,7,batch_reoptimize,2.2361,inf,0.0,6.7467,6.7467,1.0,2.5319,1.3167,31,5,True,-0.804839,True,False
5,A,42,nearest_neighbor,2.2361,inf,0.0,6.256,5.9151,1.0576,3.0129,1.1663,31,5,True,-0.321283,True,False
5,A,42,cheapest_insertion,2.2361,inf,0.0,5.9151,5.9151,1.0,3.0129,1.1663,31,5,True,-0.491737,True,False
5,A,42,batch_reoptimize,2.2361,inf,0.0,5.9151,5.9151,1.0,3.0129,1.1663,31,5,True,-0.491737,True,False
5,A,99,nearest_neighbor,2.2361,inf,0.0,6.0732,5.7496,1.0563,3.0608,1.2331,31,5,True,-0.508189,True,False
5,A,99,cheapest_insertion,2.2361,inf,0.0,5.7496,5.7496,1.0,3.0608,1.2331,31,5,True,-0.669998,True,False
5,A,99,batch_reoptimize,2.2361,inf,0.0,5.7496,5.7496,1.0,3.0608,1.2331,31,5,True,-0.669998,True,False
5,A,123,nearest_neighbor,2.2361,inf,0.0,6.3529,6.1072,1.0402,2.9295,1.3378,31,5,True,-0.471278,True,False
5,A,123,cheapest_insertion,2.2361,inf,0.0,6.1199,6.1072,1.0021,2.9295,1.3378,31,5,True,-0.657657,True,False
5,A,123,batch_reoptimize,2.2361,inf,0.0,6.1072,6.1072,1.0,2.9295,1.3378,31,5,True,-0.667808,True,False
5,A,256,nearest_neighbor,2.2361,inf,0.0,6.1648,5.1672,1.1931,2.1502,1.1835,31,5,False,0.18882,True,True
5,A,256,cheapest_insertion,2.2361,inf,0.0,5.1672,5.1672,1.0,2.1502,1.1835,31,5,True,-0.47419,True,False
5,A,256,batch_reoptimize,2.2361,inf,0.0,5.1672,5.1672,1.0,2.1502,1.1835,31,5,True,-0.47419,True,False
5,B_heavy,7,nearest_neighbor,2.2361,4.0,0.1781,7.0388,6.7467,1.0433,2.5319,1.3785,17,5,True,-1.130816,True,False
5,B_heavy,7,cheapest_insertion,2.2361,4.0,0.1781,7.4124,6.7467,1.0987,2.5319,1.3785,17,5,True,-0.944035,True,False
5,B_heavy,7,batch_reoptimize,2.2361,4.0,0.1781,7.0388,6.7467,1.0433,2.5319,1.3785,17,5,True,-1.130816,True,False
5,B_heavy,42,nearest_neighbor,2.2361,4.0,0.1781,6.7811,5.9151,1.1464,3.0129,1.737,17,5,True,-0.986672,True,False
5,B_heavy,42,cheapest_insertion,2.2361,4.0,0.1781,6.7811,5.9151,1.1464,3.0129,1.737,17,5,True,-0.986672,True,False
5,B_heavy,42,batch_reoptimize,2.2361,4.0,0.1781,6.7811,5.9151,1.1464,3.0129,1.737,17,5,True,-0.986672,True,False
5,B_heavy,99,nearest_neighbor,2.2361,4.0,0.1781,6.0015,5.7496,1.0438,3.0608,1.6459,17,5,True,-1.347291,True,False
5,B_heavy,99,cheapest_insertion,2.2361,4.0,0.1781,5.7496,5.7496,1.0,3.0608,1.6459,17,5,True,-1.347291,True,False
5,B_heavy,99,batch_reoptimize,2.2361,4.0,0.1781,5.7496,5.7496,1.0,3.0608,1.6459,17,5,True,-1.347291,True,False
5,B_heavy,123,nearest_neighbor,2.2361,4.0,0.1781,7.5893,6.1072,1.2427,2.9295,1.5006,17,5,True,-0.78772,True,False
5,B_heavy,123,cheapest_insertion,2.2361,4.0,0.1781,6.1199,6.1072,1.0021,2.9295,1.5006,17,5,True,-1.522443,True,False
5,B_heavy,123,batch_reoptimize,2.2361,4.0,0.1781,6.1199,6.1072,1.0021,2.9295,1.5006,17,5,True,-1.522443,True,False
5,B_heavy,256,nearest_neighbor,2.2361,4.0,0.1781,6.1332,5.1672,1.1869,2.1502,1.4259,17,5,True,-0.6173,True,False
5,B_heavy,256,cheapest_insertion,2.2361,4.0,0.1781,5.5624,5.1672,1.0765,2.1502,1.4259,17,5,True,-0.902736,True,False
5,B_heavy,256,batch_reoptimize,2.2361,4.0,0.1781,5.5624,5.1672,1.0765,2.1502,1.4259,17,5,True,-0.902736,True,False
5,B_medium,7,nearest_neighbor,2.2361,2.0,0.3562,7.0388,6.7467,1.0433,2.5319,1.3785,17,5,True,-1.130816,True,False
5,B_medium,7,cheapest_insertion,2.2361,2.0,0.3562,7.4124,6.7467,1.0987,2.5319,1.3785,17,5,True,-0.944035,True,False
5,B_medium,7,batch_reoptimize,2.2361,2.0,0.3562,7.0388,6.7467,1.0433,2.5319,1.3785,17,5,True,-1.130816,True,False
5,B_medium,42,nearest_neighbor,2.2361,2.0,0.3562,6.7811,5.9151,1.1464,3.0129,1.737,17,5,True,-0.986672,True,False
5,B_medium,42,cheapest_insertion,2.2361,2.0,0.3562,6.7811,5.9151,1.1464,3.0129,1.737,17,5,True,-0.986672,True,False
5,B_medium,42,batch_reoptimize,2.2361,2.0,0.3562,6.7811,5.9151,1.1464,3.0129,1.737,17,5,True,-0.986672,True,False
5,B_medium,99,nearest_neighbor,2.2361,2.0,0.3562,6.0015,5.7496,1.0438,3.0608,1.6459,17,5,True,-1.347291,True,False
5,B_medium,99,cheapest_insertion,2.2361,2.0,0.3562,5.7496,5.7496,1.0,3.0608,1.6459,17,5,True,-1.347291,True,False
5,B_medium,99,batch_reoptimize,2.2361,2.0,0.3562,5.7496,5.7496,1.0,3.0608,1.6459,17,5,True,-1.347291,True,False
5,B_medium,123,nearest_neighbor,2.2361,2.0,0.3562,7.5893,6.1072,1.2427,2.9295,1.5006,17,5,True,-0.78772,True,False
5,B_medium,123,cheapest_insertion,2.2361,2.0,0.3562,6.1199,6.1072,1.0021,2.9295,1.5006,17,5,True,-1.522443,True,False
5,B_medium,123,batch_reoptimize,2.2361,2.0,0.3562,6.1199,6.1072,1.0021,2.9295,1.5006,17,5,True,-1.522443,True,False
5,B_medium,256,nearest_neighbor,2.2361,2.0,0.3562,6.1332,5.1672,1.1869,2.1502,,13,4,True,-0.783361,False,False
5,B_medium,256,cheapest_insertion,2.2361,2.0,0.3562,5.5624,5.1672,1.0765,2.1502,,13,4,True,-0.973652,False,False
5,B_medium,256,batch_reoptimize,2.2361,2.0,0.3562,5.5624,5.1672,1.0765,2.1502,,13,4,True,-0.973652,False,False
5,B_light,7,nearest_neighbor,2.2361,0.5,1.4248,8.1237,6.7467,1.2041,2.5319,,6,2,True,-1.791689,False,False
5,B_light,7,cheapest_insertion,2.2361,0.5,1.4248,8.1237,6.7467,1.2041,2.5319,,6,2,True,-1.791689,False,False
5,B_light,7,batch_reoptimize,2.2361,0.5,1.4248,8.1237,6.7467,1.2041,2.5319,,6,2,True,-1.791689,False,False
5,B_light,42,nearest_neighbor,2.2361,0.5,1.4248,9.9757,5.9151,1.6865,3.0129,,6,2,True,-0.986672,False,False
5,B_light,42,cheapest_insertion,2.2361,0.5,1.4248,9.9757,5.9151,1.6865,3.0129,,6,2,True,-0.986672,False,False
5,B_light,42,batch_reoptimize,2.2361,0.5,1.4248,9.9757,5.9151,1.6865,3.0129,,6,2,True,-0.986672,False,False
5,B_light,99,nearest_neighbor,2.2361,0.5,1.4248,9.6693,5.7496,1.6817,3.0608,,6,2,True,-1.347291,False,False
5,B_light,99,cheapest_insertion,2.2361,0.5,1.4248,9.6693,5.7496,1.6817,3.0608,,6,2,True,-1.347291,False,False
5,B_light,99,batch_reoptimize,2.2361,0.5,1.4248,9.6693,5.7496,1.6817,3.0608,,6,2,True,-1.347291,False,False
5,B_light,123,nearest_neighbor,2.2361,0.5,1.4248,8.3819,6.1072,1.3725,2.9295,,6,2,True,-1.901769,False,False
5,B_light,123,cheapest_insertion,2.2361,0.5,1.4248,8.3819,6.1072,1.3725,2.9295,,6,2,True,-1.901769,False,False
5,B_light,123,batch_reoptimize,2.2361,0.5,1.4248,8.3819,6.1072,1.3725,2.9295,,6,2,True,-1.901769,False,False
5,B_light,256,nearest_neighbor,2.2361,0.5,1.4248,8.8918,5.1672,1.7208,2.1502,,6,1,True,-0.443772,False,False
5,B_light,256,cheapest_insertion,2.2361,0.5,1.4248,8.8918,5.1672,1.7208,2.1502,,6,1,True,-0.443772,False,False
5,B_light,256,batch_reoptimize,2.2361,0.5,1.4248,8.8918,5.1672,1.7208,2.1502,,6,1,True,-0.443772,False,False
5,C,7,nearest_neighbor,2.2361,2.0,0.3562,9.1137,6.7467,1.3508,2.5319,1.5574,17,5,True,-0.69688,True,False
5,C,7,cheapest_insertion,2.2361,2.0,0.3562,7.6837,6.7467,1.1389,2.5319,1.5574,17,5,True,-1.411864,True,False
5,C,7,batch_reoptimize,2.2361,2.0,0.3562,7.6837,6.7467,1.1389,2.5319,1.5574,17,5,True,-1.411864,True,False
5,C,42,nearest_neighbor,2.2361,2.0,0.3562,6.1013,5.9151,1.0315,3.0129,1.6439,17,5,True,-0.986672,True,False
5,C,42,cheapest_insertion,2.2361,2.0,0.3562,6.1013,5.9151,1.0315,3.0129,1.6439,17,5,True,-0.986672,True,False
5,C,42,batch_reoptimize,2.2361,2.0,0.3562,6.1013,5.9151,1.0315,3.0129,1.6439,17,5,True,-0.986672,True,False
5,C,99,nearest_neighbor,2.2361,2.0,0.3562,6.1429,5.7496,1.0684,3.0608,,11,4,True,-1.347291,False,False
5,C,99,cheapest_insertion,2.2361,2.0,0.3562,6.0429,5.7496,1.051,3.0608,,11,4,True,-1.347291,False,False
5,C,99,batch_reoptimize,2.2361,2.0,0.3562,6.0429,5.7496,1.051,3.0608,,11,4,True,-1.347291,False,False
5,C,123,nearest_neighbor,2.2361,2.0,0.3562,7.6229,6.1072,1.2482,2.9295,1.5006,17,5,True,-0.770921,True,False
5,C,123,cheapest_insertion,2.2361,2.0,0.3562,6.1535,6.1072,1.0076,2.9295,1.5006,17,5,True,-1.505644,True,False
5,C,123,batch_reoptimize,2.2361,2.0,0.3562,6.1535,6.1072,1.0076,2.9295,1.5006,17,5,True,-1.505644,True,False
5,C,256,nearest_neighbor,2.2361,2.0,0.3562,6.0986,5.1672,1.1802,2.1502,1.3494,17,5,True,-0.437058,True,False
5,C,256,cheapest_insertion,2.2361,2.0,0.3562,5.1836,5.1672,1.0032,2.1502,1.3494,17,5,True,-0.894566,True,False
5,C,256,batch_reoptimize,2.2361,2.0,0.3562,5.1836,5.1672,1.0032,2.1502,1.3494,17,5,True,-0.894566,True,False
5,D,7,nearest_neighbor,2.2361,1.0,0.7124,8.1374,6.7467,1.2061,2.5319,,10,4,True,-1.099992,False,False
5,D,7,cheapest_insertion,2.2361,1.0,0.7124,7.9307,6.7467,1.1755,2.5319,,10,4,True,-1.168885,False,False
5,D,7,batch_reoptimize,2.2361,1.0,0.7124,7.9307,6.7467,1.1755,2.5319,,10,4,True,-1.168885,False,False
5,D,42,nearest_neighbor,2.2361,1.0,0.7124,7.2896,5.9151,1.2324,3.0129,,11,4,True,-0.986672,False,False
5,D,42,cheapest_insertion,2.2361,1.0,0.7124,7.2896,5.9151,1.2324,3.0129,,11,4,True,-0.986672,False,False
5,D,42,batch_reoptimize,2.2361,1.0,0.7124,7.2896,5.9151,1.2324,3.0129,,11,4,True,-0.986672,False,False
5,D,99,nearest_neighbor,2.2361,1.0,0.7124,6.3164,5.7496,1.0986,3.0608,,11,4,True,-1.347291,False,False
5,D,99,cheapest_insertion,2.2361,1.0,0.7124,6.1014,5.7496,1.0612,3.0608,,11,4,True,-1.347291,False,False
5,D,99,batch_reoptimize,2.2361,1.0,0.7124,6.1014,5.7496,1.0612,3.0608,,11,4,True,-1.347291,False,False
5,D,123,nearest_neighbor,2.2361,1.0,0.7124,7.7729,6.1072,1.2727,2.9295,,8,3,True,-1.763203,False,False
5,D,123,cheapest_insertion,2.2361,1.0,0.7124,7.5272,6.1072,1.2325,2.9295,,8,3,True,-1.84509,False,False
5,D,123,batch_reoptimize,2.2361,1.0,0.7124,7.5272,6.1072,1.2325,2.9295,,8,3,True,-1.84509,False,False
5,D,256,nearest_neighbor,2.2361,1.0,0.7124,7.7089,5.1672,1.4919,2.1502,,6,2,True,-0.680364,False,False
5,D,256,cheapest_insertion,2.2361,1.0,0.7124,7.7089,5.1672,1.4919,2.1502,,6,2,True,-0.680364,False,False
5,D,256,batch_reoptimize,2.2361,1.0,0.7124,7.7089,5.1672,1.4919,2.1502,,6,2,True,-0.680364,False,False
5,E,7,nearest_neighbor,2.2361,1.0,0.7124,8.5327,6.7467,1.2647,2.5319,,11,4,True,-1.388276,False,False
5,E,7,cheapest_insertion,2.2361,1.0,0.7124,8.2814,6.7467,1.2275,2.5319,,11,4,True,-1.472035,False,False
5,E,7,batch_reoptimize,2.2361,1.0,0.7124,8.2814,6.7467,1.2275,2.5319,,11,4,True,-1.472035,False,False
5,E,42,nearest_neighbor,2.2361,1.0,0.7124,7.8288,5.9151,1.3235,3.0129,,11,4,True,-0.986672,False,False
5,E,42,cheapest_insertion,2.2361,1.0,0.7124,7.8288,5.9151,1.3235,3.0129,,11,4,True,-0.986672,False,False
5,E,42,batch_reoptimize,2.2361,1.0,0.7124,7.8288,5.9151,1.3235,3.0129,,11,4,True,-0.986672,False,False
5,E,99,nearest_neighbor,2.2361,1.0,0.7124,7.2242,5.7496,1.2565,3.0608,,8,3,True,-1.347291,False,False
5,E,99,cheapest_insertion,2.2361,1.0,0.7124,7.2844,5.7496,1.2669,3.0608,,9,3,True,-0.970457,False,False
5,E,99,batch_reoptimize,2.2361,1.0,0.7124,7.2844,5.7496,1.2669,3.0608,,9,3,True,-0.970457,False,False
5,E,123,nearest_neighbor,2.2361,1.0,0.7124,6.5551,6.1072,1.0733,2.9295,,13,4,True,-1.793389,False,False
5,E,123,cheapest_insertion,2.2361,1.0,0.7124,6.5551,6.1072,1.0733,2.9295,,13,4,True,-1.793389,False,False
5,E,123,batch_reoptimize,2.2361,1.0,0.7124,6.5551,6.1072,1.0733,2.9295,,13,4,True,-1.793389,False,False
5,E,256,nearest_neighbor,2.2361,1.0,0.7124,6.5402,5.1672,1.2657,2.1502,,7,3,True,-0.896824,False,False
5,E,256,cheapest_insertion,2.2361,1.0,0.7124,6.2382,5.1672,1.2073,2.1502,,8,3,True,-0.694627,False,False
5,E,256,batch_reoptimize,2.2361,1.0,0.7124,6.2382,5.1672,1.2073,2.1502,,8,3,True,-0.694627,False,False
7,A,7,nearest_neighbor,2.6458,inf,0.0,9.6444,8.2041,1.1756,3.3917,1.2491,127,7,False,0.436249,True,False
7,A,7,cheapest_insertion,2.6458,inf,0.0,8.2041,8.2041,1.0,3.3917,1.2491,127,7,True,-0.79834,True,False
7,A,7,batch_reoptimize,2.6458,inf,0.0,8.2041,8.2041,1.0,3.3917,1.2491,127,7,True,-0.79834,True,False
7,A,42,nearest_neighbor,2.6458,inf,0.0,8.4905,8.2919,1.024,3.7104,1.1279,127,7,True,-0.431089,True,False
7,A,42,cheapest_insertion,2.6458,inf,0.0,8.3689,8.2919,1.0093,3.7104,1.1279,127,7,True,-0.491905,True,False
7,A,42,batch_reoptimize,2.6458,inf,0.0,8.2919,8.2919,1.0,3.7104,1.1279,127,7,True,-0.530417,True,False
7,A,99,nearest_neighbor,2.6458,inf,0.0,8.6444,7.838,1.1029,3.8005,1.2023,127,7,True,-0.115895,True,False
7,A,99,cheapest_insertion,2.6458,inf,0.0,7.9459,7.838,1.0138,3.8005,1.2023,127,7,True,-0.697942,True,False
7,A,99,batch_reoptimize,2.6458,inf,0.0,7.838,7.838,1.0,3.8005,1.2023,127,7,True,-0.787885,True,False
7,A,123,nearest_neighbor,2.6458,inf,0.0,7.8694,7.8694,1.0,3.5295,1.2448,127,7,True,-0.578062,True,False
7,A,123,cheapest_insertion,2.6458,inf,0.0,8.0599,7.8694,1.0242,3.5295,1.2448,127,7,True,-0.415041,True,False
7,A,123,batch_reoptimize,2.6458,inf,0.0,7.8694,7.8694,1.0,3.5295,1.2448,127,7,True,-0.578062,True,False
7,A,256,nearest_neighbor,2.6458,inf,0.0,7.7247,6.5444,1.1804,3.2983,1.1715,127,7,False,0.311385,True,True
7,A,256,cheapest_insertion,2.6458,inf,0.0,6.5444,6.5444,1.0,3.2983,1.1715,127,7,True,-0.561069,True,False
7,A,256,batch_reoptimize,2.6458,inf,0.0,6.5444,6.5444,1.0,3.2983,1.1715,127,7,True,-0.561069,True,False
7,B_heavy,7,nearest_neighbor,2.6458,4.0,0.1781,8.5497,8.2041,1.0421,3.3917,1.3683,65,7,True,-1.338,True,False
7,B_heavy,7,cheapest_insertion,2.6458,4.0,0.1781,9.2814,8.2041,1.1313,3.3917,1.3683,65,7,True,-0.972146,True,False
7,B_heavy,7,batch_reoptimize,2.6458,4.0,0.1781,8.5497,8.2041,1.0421,3.3917,1.3683,65,7,True,-1.338,True,False
7,B_heavy,42,nearest_neighbor,2.6458,4.0,0.1781,9.4339,8.2919,1.1377,3.7104,1.6363,65,7,True,-1.167446,True,False
7,B_heavy,42,cheapest_insertion,2.6458,4.0,0.1781,9.3166,8.2919,1.1236,3.7104,1.6363,65,7,True,-1.167446,True,False
7,B_heavy,42,batch_reoptimize,2.6458,4.0,0.1781,9.3166,8.2919,1.1236,3.7104,1.6363,65,7,True,-1.167446,True,False
7,B_heavy,99,nearest_neighbor,2.6458,4.0,0.1781,9.9986,7.838,1.2757,3.8005,1.5255,65,7,True,-0.97917,True,False
7,B_heavy,99,cheapest_insertion,2.6458,4.0,0.1781,9.0444,7.838,1.1539,3.8005,1.5255,65,7,True,-1.456267,True,False
7,B_heavy,99,batch_reoptimize,2.6458,4.0,0.1781,8.8941,7.838,1.1347,3.8005,1.5255,65,7,True,-1.531458,True,False
7,B_heavy,123,nearest_neighbor,2.6458,4.0,0.1781,9.4027,7.8694,1.1948,3.5295,1.4597,65,7,True,-1.042214,True,False
7,B_heavy,123,cheapest_insertion,2.6458,4.0,0.1781,8.442,7.8694,1.0728,3.5295,1.4597,65,7,True,-1.522554,True,False
7,B_heavy,123,batch_reoptimize,2.6458,4.0,0.1781,8.442,7.8694,1.0728,3.5295,1.4597,65,7,True,-1.522554,True,False
7,B_heavy,256,nearest_neighbor,2.6458,4.0,0.1781,9.3998,6.5444,1.4363,3.2983,1.4511,65,7,True,-0.04827,True,False
7,B_heavy,256,cheapest_insertion,2.6458,4.0,0.1781,7.3601,6.5444,1.1246,3.2983,1.4511,65,7,True,-1.068131,True,False
7,B_heavy,256,batch_reoptimize,2.6458,4.0,0.1781,7.3601,6.5444,1.1246,3.2983,1.4511,65,7,True,-1.068131,True,False
7,B_medium,7,nearest_neighbor,2.6458,2.0,0.3562,8.5497,8.2041,1.0421,3.3917,,49,6,True,-1.57332,False,False
7,B_medium,7,cheapest_insertion,2.6458,2.0,0.3562,9.2814,8.2041,1.1313,3.3917,,49,6,True,-1.329418,False,False
7,B_medium,7,batch_reoptimize,2.6458,2.0,0.3562,8.5497,8.2041,1.0421,3.3917,,49,6,True,-1.57332,False,False
7,B_medium,42,nearest_neighbor,2.6458,2.0,0.3562,9.4339,8.2919,1.1377,3.7104,1.6363,65,7,True,-1.167446,True,False
7,B_medium,42,cheapest_insertion,2.6458,2.0,0.3562,9.3166,8.2919,1.1236,3.7104,1.6363,65,7,True,-1.167446,True,False
7,B_medium,42,batch_reoptimize,2.6458,2.0,0.3562,9.3166,8.2919,1.1236,3.7104,1.6363,65,7,True,-1.167446,True,False
7,B_medium,99,nearest_neighbor,2.6458,2.0,0.3562,9.9986,7.838,1.2757,3.8005,1.5255,65,7,True,-0.97917,True,False
7,B_medium,99,cheapest_insertion,2.6458,2.0,0.3562,9.0444,7.838,1.1539,3.8005,1.5255,65,7,True,-1.456267,True,False
7,B_medium,99,batch_reoptimize,2.6458,2.0,0.3562,8.8941,7.838,1.1347,3.8005,1.5255,65,7,True,-1.531458,True,False
7,B_medium,123,nearest_neighbor,2.6458,2.0,0.3562,9.4027,7.8694,1.1948,3.5295,,49,6,True,-1.336855,False,False
7,B_medium,123,cheapest_insertion,2.6458,2.0,0.3562,8.442,7.8694,1.0728,3.5295,,49,6,True,-1.657082,False,False
7,B_medium,123,batch_reoptimize,2.6458,2.0,0.3562,8.442,7.8694,1.0728,3.5295,,49,6,True,-1.657082,False,False
7,B_medium,256,nearest_neighbor,2.6458,2.0,0.3562,9.3998,6.5444,1.4363,3.2983,,33,5,True,-0.80051,False,False
7,B_medium,256,cheapest_insertion,2.6458,2.0,0.3562,7.3601,6.5444,1.1246,3.2983,,33,5,True,-1.164171,False,False
7,B_medium,256,batch_reoptimize,2.6458,2.0,0.3562,7.3601,6.5444,1.1246,3.2983,,33,5,True,-1.164171,False,False
7,B_light,7,nearest_neighbor,2.6458,0.5,1.4248,12.0857,8.2041,1.4731,3.3917,,8,2,True,-2.045724,False,False
7,B_light,7,cheapest_insertion,2.6458,0.5,1.4248,12.0857,8.2041,1.4731,3.3917,,8,2,True,-2.045724,False,False
7,B_light,7,batch_reoptimize,2.6458,0.5,1.4248,12.0857,8.2041,1.4731,3.3917,,8,2,True,-2.045724,False,False
7,B_light,42,nearest_neighbor,2.6458,0.5,1.4248,14.8282,8.2919,1.7883,3.7104,,11,3,True,-1.167446,False,False
7,B_light,42,cheapest_insertion,2.6458,0.5,1.4248,14.7603,8.2919,1.7801,3.7104,,11,3,True,-1.167446,False,False
7,B_light,42,batch_reoptimize,2.6458,0.5,1.4248,14.7603,8.2919,1.7801,3.7104,,11,3,True,-1.167446,False,False
7,B_light,99,nearest_neighbor,2.6458,0.5,1.4248,13.5715,7.838,1.7315,3.8005,,9,3,True,-1.594136,False,False
7,B_light,99,cheapest_insertion,2.6458,0.5,1.4248,13.5715,7.838,1.7315,3.8005,,9,3,True,-1.594136,False,False
7,B_light,99,batch_reoptimize,2.6458,0.5,1.4248,13.5715,7.838,1.7315,3.8005,,9,3,True,-1.594136,False,False
7,B_light,123,nearest_neighbor,2.6458,0.5,1.4248,11.5087,7.8694,1.4625,3.5295,,8,2,True,-2.323689,False,False
7,B_light,123,cheapest_insertion,2.6458,0.5,1.4248,11.5087,7.8694,1.4625,3.5295,,8,2,True,-2.323689,False,False
7,B_light,123,batch_reoptimize,2.6458,0.5,1.4248,11.5087,7.8694,1.4625,3.5295,,8,2,True,-2.323689,False,False
7,B_light,256,nearest_neighbor,2.6458,0.5,1.4248,11.3671,6.5444,1.7369,3.2983,,8,2,True,-1.164171,False,False
7,B_light,256,cheapest_insertion,2.6458,0.5,1.4248,11.3671,6.5444,1.7369,3.2983,,8,2,True,-1.164171,False,False
7,B_light,256,batch_reoptimize,2.6458,0.5,1.4248,11.3671,6.5444,1.7369,3.2983,,8,2,True,-1.164171,False,False
7,C,7,nearest_neighbor,2.6458,2.0,0.3562,10.0363,8.2041,1.2233,3.3917,1.619,65,7,True,-1.622946,True,False
7,C,7,cheapest_insertion,2.6458,2.0,0.3562,9.181,8.2041,1.1191,3.3917,1.619,65,7,True,-1.991663,True,False
7,C,7,batch_reoptimize,2.6458,2.0,0.3562,9.181,8.2041,1.1191,3.3917,1.619,65,7,True,-1.991663,True,False
7,C,42,nearest_neighbor,2.6458,2.0,0.3562,8.5067,8.2919,1.0259,3.7104,1.5753,65,7,True,-1.167446,True,False
7,C,42,cheapest_insertion,2.6458,2.0,0.3562,8.5067,8.2919,1.0259,3.7104,1.5753,65,7,True,-1.167446,True,False
7,C,42,batch_reoptimize,2.6458,2.0,0.3562,8.5067,8.2919,1.0259,3.7104,1.5753,65,7,True,-1.167446,True,False
7,C,99,nearest_neighbor,2.6458,2.0,0.3562,8.6858,7.838,1.1082,3.8005,1.2023,65,7,True,-0.368835,True,False
7,C,99,cheapest_insertion,2.6458,2.0,0.3562,7.8795,7.838,1.0053,3.8005,1.2023,65,7,True,-0.772029,True,False
7,C,99,batch_reoptimize,2.6458,2.0,0.3562,7.8795,7.838,1.0053,3.8005,1.2023,65,7,True,-0.772029,True,False
7,C,123,nearest_neighbor,2.6458,2.0,0.3562,7.903,7.8694,1.0043,3.5295,1.2448,65,7,True,-0.94627,True,False
7,C,123,cheapest_insertion,2.6458,2.0,0.3562,8.0935,7.8694,1.0285,3.5295,1.2448,65,7,True,-0.85099,True,False
